x,y,faa,height,inv_msk,bouguer,inv_pad
-1982250.0,170250.0,-10.950060781926378,4000,False,20.023673759787897,False
-1978250.0,170250.0,-11.063049787649096,4000,False,19.52684609964434,False
-1958250.0,170250.0,-9.92753475764758,4000,False,18.691194340431394,False
-1954250.0,170250.0,-9.645963577260149,4000,False,19.087937280851584,False
-1950250.0,170250.0,-9.502900490420101,4000,False,19.529525358798594,False
-1946250.0,170250.0,-9.590933167331253,4000,False,19.879088392726345,False
-1910250.0,170250.0,-13.252893859486159,4000,False,22.272934601858772,False
-1906250.0,170250.0,-14.41101254045469,4000,False,22.04722291911044,False
-1902250.0,170250.0,-15.291294621725621,4000,False,22.16425492196757,False
-1874250.0,170250.0,-18.318931545353962,4000,False,25.627023658489186,False
-1870250.0,170250.0,-20.211313127140567,4000,False,24.20299950705181,False
-1866250.0,170250.0,-19.367027331525847,4000,False,25.369971007592817,False
-1790250.0,170250.0,-2.980194945383827,4000,False,9.664222219326266,False
-1786250.0,170250.0,-2.0207348096166426,4000,False,4.244519541413165,False
-1782250.0,170250.0,-0.48224618156877075,4000,False,2.5147898349090227,False
-1778250.0,170250.0,0.5375488917575939,4000,False,2.308016482842854,False
-1770250.0,170250.0,-0.5186846586752065,4000,False,0.38132873474714746,False
-1766250.0,170250.0,-0.64655447133259,4000,False,0.06349136814753453,False
-1762250.0,170250.0,-0.8267435962909351,4000,False,-0.24418461889143805,False
-1758250.0,170250.0,-0.8384790748650776,4000,False,-0.3468327629930662,False
-1750250.0,170250.0,1.718076689725582,4000,False,2.089420791151499,False
-1746250.0,170250.0,3.6944899616562723,4000,False,4.024145809664614,False
-1742250.0,170250.0,6.845035477042724,4000,False,7.140805298391033,False
-1738250.0,170250.0,10.177484913677697,4000,False,10.445196269839412,False
-1734250.0,170250.0,11.887272824016412,4000,False,12.131387051643632,False
-1730250.0,170250.0,10.43774619397696,4000,False,10.661750138980707,False
-1726250.0,170250.0,7.1745798862823635,4000,False,7.381247766752366,False
-1682250.0,170250.0,8.500148523041382,4000,False,8.606377956003438,False
-1678250.0,170250.0,11.683870440451459,4000,False,11.785176289484196,False
-1674250.0,170250.0,13.886321435599786,4000,False,13.983076064358242,False
-1670250.0,170250.0,15.190923106166585,4000,False,15.283459832717353,False
-1666250.0,170250.0,14.27601355978819,4000,False,14.364631857808922,False
-1626250.0,170250.0,2.1017600083535988,4000,False,2.1626332868525173,False
-1622250.0,170250.0,1.0739567411774082,4000,False,1.1328562318053006,False
-1618250.0,170250.0,-1.4323463218182804,4000,False,-1.3753179300040241,False
-1614250.0,170250.0,-3.409768250677844,4000,False,-3.3545157262957743,False
-1982250.0,166250.0,-11.775832221689729,4000,False,20.69210089883283,False
-1978250.0,166250.0,-11.858310214227366,4000,False,20.434265007452417,False
-1954250.0,166250.0,-10.51284229908994,4000,False,20.998872525712038,False
-1950250.0,166250.0,-10.350042723414456,4000,False,21.45911274323717,False
-1946250.0,166250.0,-10.217693233182413,4000,False,22.075619135359776,False
-1906250.0,166250.0,-15.670773695171432,4000,False,23.248785609878958,False
-1902250.0,166250.0,-17.21285685350111,4000,False,22.552943418934717,False
-1898250.0,166250.0,-17.63198057639014,4000,False,23.00611068796057,False
-1870250.0,166250.0,-20.81329510522117,4000,False,23.794315040128122,False
-1866250.0,166250.0,-21.538193887109962,4000,False,22.76949418099482,False
-1862250.0,166250.0,-20.22326855633023,4000,False,23.53548242388047,False
-1790250.0,166250.0,-3.036404248305104,4000,False,5.699601744634764,False
-1786250.0,166250.0,-1.8448621430441317,4000,False,2.834064524021525,False
-1782250.0,166250.0,-0.2479769173179956,4000,False,2.3563931550457333,False
-1778250.0,166250.0,0.8035444330854308,4000,False,2.465540290137402,False
-1774250.0,166250.0,0.6438210567388463,4000,False,1.8195725084188406,False
-1770250.0,166250.0,0.3619510479080693,4000,False,1.2538917073389446,False
-1766250.0,166250.0,0.8580888813179671,4000,False,1.5683801580112968,False
-1762250.0,166250.0,1.2281299648981054,4000,False,1.8138757941929833,False
-1758250.0,166250.0,1.4967138177325872,4000,False,1.9924708259447375,False
-1754250.0,166250.0,2.297012603979083,4000,False,2.725046692778699,False
-1750250.0,166250.0,2.99600230163778,4000,False,3.3714032149179762,False
-1746250.0,166250.0,4.482402540599673,4000,False,4.815826864412126,False
-1742250.0,166250.0,7.271594700172888,4000,False,7.570826434962945,False
-1738250.0,166250.0,10.824912809134148,4000,False,11.095796463667277,False
-1734250.0,166250.0,13.617973259894413,4000,False,13.864997632576026,False
-1730250.0,166250.0,13.531046474697106,4000,False,13.757725905829929,False
-1726250.0,166250.0,9.466430869716815,4000,False,9.675563704358948,False
-1722250.0,166250.0,3.74975998780293,4000,False,3.943608873509587,False
-1718250.0,166250.0,-2.7314358281091553,4000,False,-2.551015759851494,False
-1682250.0,166250.0,8.240523164052941,4000,False,8.347867016935593,False
-1678250.0,166250.0,11.467675145645707,4000,False,11.570029318187062,False
-1674250.0,166250.0,13.280872285012288,4000,False,13.37861505639865,False
-1670250.0,166250.0,14.946186315116364,4000,False,15.039656305377644,False
-1666250.0,166250.0,15.120656687065415,4000,False,15.210158107627432,False
-1662250.0,166250.0,13.646592488313376,4000,False,13.732399542889802,False
-1658250.0,166250.0,11.811474479373906,4000,False,11.893835075832053,False
-1654250.0,166250.0,10.159484927960179,4000,False,10.238623853558778,False
-1626250.0,166250.0,2.6637274454968374,4000,False,2.7251539644732907,False
-1622250.0,166250.0,2.0559019469462885,4000,False,2.1153328362774153,False
-1618250.0,166250.0,-0.17753126723783175,4000,False,-0.11999201166434942,False
-1614250.0,166250.0,-3.092427588032438,4000,False,-3.0366834956410136,False
-1982250.0,162250.0,-12.466462352191826,4000,False,21.055051979662053,False
-1978250.0,162250.0,-12.516551922648148,4000,False,21.020257739781947,False
-1950250.0,162250.0,-11.353387885517897,4000,False,23.07337711352381,False
-1946250.0,162250.0,-11.040599112004118,4000,False,23.865653665215532,False
-1942250.0,162250.0,-10.757621902855542,4000,False,24.751352053072353,False
-1938250.0,162250.0,-10.753192526633143,4000,False,25.39113377552176,False
-1902250.0,162250.0,-17.899885624500648,4000,False,23.59822762008357,False
-1898250.0,162250.0,-19.059669338978484,4000,False,23.113224638696938,False
-1894250.0,162250.0,-18.683795000358728,4000,False,24.16014828594293,False
-1866250.0,162250.0,-20.350662640737525,4000,False,22.950970605686933,False
-1862250.0,162250.0,-20.455289651401152,4000,False,21.42877238874022,False
-1858250.0,162250.0,-18.654458659852747,4000,False,21.696117177342312,False
-1854250.0,162250.0,-15.381149652181456,4000,False,23.856017692394055,False
-1794250.0,162250.0,-3.755186446735267,4000,False,6.653227307217151,True
-1790250.0,162250.0,-3.061219127707295,4000,False,2.9323299851142295,False
-1786250.0,162250.0,-1.398196872261829,4000,False,2.0659957035632606,False
-1782250.0,162250.0,0.41609724505100976,4000,False,2.612643322543803,False
-1778250.0,162250.0,1.6835539593227085,4000,False,3.197888517074507,False
-1774250.0,162250.0,1.9996294856434764,4000,False,3.116594775803669,False
-1770250.0,162250.0,2.411538242678977,4000,False,3.2789104449215216,False
-1766250.0,162250.0,3.482687304625652,4000,False,4.18290496759548,False
-1762250.0,162250.0,4.437366461356969,4000,False,5.019604091533628,False
-1754250.0,162250.0,5.533200288343304,4000,False,5.962281447745312,False
-1750250.0,162250.0,5.389634048459325,4000,False,5.76675713130439,False
-1746250.0,162250.0,5.568345780006907,4000,False,5.90378019695005,False
-1742250.0,162250.0,7.254964692424181,4000,False,7.556307944160494,False
-1734250.0,162250.0,13.353019871571611,4000,False,13.602133915480048,False
-1730250.0,162250.0,13.21260258902256,4000,False,13.441310519474255,False
-1726250.0,162250.0,8.794145682874797,4000,False,9.005227996226134,False
-1722250.0,162250.0,2.6296181509623593,4000,False,2.8253261576763027,False
-1718250.0,162250.0,-4.91140768541154,4000,False,-4.729224846556859,False
-1714250.0,162250.0,-12.785415773729223,4000,False,-12.61521960654868,False
-1710250.0,162250.0,-18.76116773167137,4000,False,-18.60166360812944,False
-1706250.0,162250.0,-20.65383608765514,4000,False,-20.503923742410578,False
-1682250.0,162250.0,5.628310286177945,4000,False,5.736678142173136,False
-1678250.0,162250.0,8.552561588577204,4000,False,8.655883544736545,False
-1662250.0,162250.0,12.245249678297437,4000,False,12.331842149131061,False
-1658250.0,162250.0,11.663247199494755,4000,False,11.746356323451765,False
-1654250.0,162250.0,10.871479716212564,4000,False,10.95133307568406,False
-1650250.0,162250.0,9.40027722957097,4000,False,9.47708167539531,False
-1646250.0,162250.0,7.556877255494876,4000,False,7.630821339472038,False
-1618250.0,162250.0,0.743415742670748,4000,False,0.8014485798888209,False
-1614250.0,162250.0,-1.7175064578980428,4000,False,-1.6612866079714919,False
-1610250.0,162250.0,-2.1912585282961774,4000,False,-2.136761080902585,False
-1986250.0,158250.0,-12.720751355371391,4000,False,21.40787757552556,False
-1982250.0,158250.0,-13.169353780753408,4000,False,21.17136659847002,False
-1950250.0,158250.0,-12.325922829762847,4000,False,24.575876437643004,False
-1946250.0,158250.0,-11.990974954386694,4000,False,25.407723501184442,False
-1942250.0,158250.0,-11.582997400855067,4000,False,26.44227912823747,False
-1938250.0,158250.0,-11.405053800888062,4000,False,27.299994985387592,False
-1934250.0,158250.0,-11.5020055187867,4000,False,27.81949726741959,False
-1898250.0,158250.0,-18.63206966249487,4000,False,24.779619730568974,False
-1894250.0,158250.0,-19.043873735341894,4000,False,24.83784787384442,False
-1890250.0,158250.0,-18.37275756780846,4000,False,25.94942856868602,False
-1858250.0,158250.0,-17.069042458581897,4000,False,20.81382618379334,False
-1854250.0,158250.0,-14.580762310192405,4000,False,21.5355067376288,False
-1850250.0,158250.0,-11.780704607310792,4000,False,23.670031999667753,False
-1846250.0,158250.0,-10.157757801036068,4000,False,25.080313022639274,False
-1794250.0,158250.0,-3.5991780255195263,4000,False,4.065324258012366,True
-1790250.0,158250.0,-2.7216109482525424,4000,False,1.643044483194334,True
-1786250.0,158250.0,-0.4823317629239082,4000,False,2.256448971254576,False
-1782250.0,158250.0,2.0154067160782323,4000,False,3.892990045562974,False
-1778250.0,158250.0,3.9284977214215306,4000,False,5.298014258885274,False
-1774250.0,158250.0,4.7122066231256445,4000,False,5.7601295953019775,False
-1766250.0,158250.0,6.356727924151431,4000,False,7.039516825611191,False
-1762250.0,158250.0,7.566144953810503,4000,False,8.139538463735205,False
-1758250.0,158250.0,8.655948722279156,4000,False,9.146968586671617,False
-1754250.0,158250.0,9.04050021619671,4000,False,9.467700790569973,False
-1750250.0,158250.0,7.988923529285,4000,False,8.365506102667037,False
-1746250.0,158250.0,6.962417284796814,4000,False,7.298078906060114,False
-1742250.0,158250.0,7.79200588258253,4000,False,8.094051695052796,False
-1738250.0,158250.0,10.035388252061328,4000,False,10.30941425360144,False
-1734250.0,158250.0,11.804208571712687,4000,False,12.054552000246321,False
-1730250.0,158250.0,10.631569651425744,4000,False,10.86163506118089,False
-1714250.0,158250.0,-12.979281181973398,4000,False,-12.80770702293848,False
-1710250.0,158250.0,-20.452443257679214,4000,False,-20.291612639829694,False
-1706250.0,158250.0,-24.901583981517096,4000,False,-24.75040312860371,False
-1702250.0,158250.0,-23.752939249552746,4000,False,-23.61046746205258,False
-1698250.0,158250.0,-17.973741498660765,4000,False,-17.839163890745322,False
-1694250.0,158250.0,-11.080708658251131,4000,False,-10.953314726659528,False
-1682250.0,158250.0,1.7494314236815813,4000,False,1.858728706451383,False
-1678250.0,158250.0,4.602672019802412,4000,False,4.706877277133378,False
-1654250.0,158250.0,9.645287958410218,4000,False,9.725811923973318,False
-1650250.0,158250.0,8.8154072672716,4000,False,8.892855135802126,False
-1646250.0,158250.0,7.4590610549671865,4000,False,7.533623063826976,False
-1642250.0,158250.0,6.340607596963793,4000,False,6.412457571380298,False
-1638250.0,158250.0,5.450113407154835,4000,False,5.519410530060569,False
-1614250.0,158250.0,-0.5764125941445358,4000,False,-0.5197332910189639,False
-1986250.0,154250.0,-13.593573764116996,4000,False,21.048003378322264,False
-1982250.0,154250.0,-13.999289161850694,4000,False,20.985028494224284,False
-1950250.0,154250.0,-13.224038385784095,4000,False,26.018661966067878,False
-1946250.0,154250.0,-12.967943839691218,4000,False,26.863463870206928,False
-1938250.0,154250.0,-12.450675271739218,4000,False,28.847138191064897,False
-1934250.0,154250.0,-12.328964027031699,4000,False,29.62329758758862,False
-1930250.0,154250.0,-12.086177795855564,4000,False,30.336531925297166,False
-1926250.0,154250.0,-11.98712974217834,4000,False,30.76629756378638,False
-1894250.0,154250.0,-18.055431491384788,4000,False,26.705901663850156,False
-1890250.0,154250.0,-18.179329192316306,4000,False,26.844312604719722,False
-1886250.0,154250.0,-17.985873119254773,4000,False,27.258866633748713,False
-1850250.0,154250.0,-11.25711389961774,4000,False,21.987531279209726,False
-1846250.0,154250.0,-9.968424646281834,4000,False,22.734064840412117,False
-1842250.0,154250.0,-9.961800212200853,4000,False,22.31651279865218,False
-1798250.0,154250.0,-2.319474513009262,4000,True,8.095955785740998,True
-1794250.0,154250.0,-2.401506275956591,4000,False,3.4047286027186794,True
-1790250.0,154250.0,-1.6959773738328376,4000,False,1.6790104886486765,True
-1786250.0,154250.0,0.8426355923501496,4000,False,3.0992874207054424,False
-1778250.0,154250.0,6.938035527214035,4000,False,8.17842422032845,False
-1774250.0,154250.0,7.803577220970192,4000,False,8.781687837233035,False
-1770250.0,154250.0,8.17945057400574,4000,False,8.973770774390944,False
-1766250.0,154250.0,9.051108508769937,4000,False,9.711883671255029,False
-1758250.0,154250.0,11.91780766437096,4000,False,12.401324669040463,False
-1754250.0,154250.0,12.242200820618676,4000,False,12.664875671262404,False
-1750250.0,154250.0,10.862465715142621,4000,False,11.236253573683413,False
-1746250.0,154250.0,9.333117806840871,4000,False,9.667088295365014,False
-1738250.0,154250.0,9.870141449585196,4000,False,10.143963409957426,False
-1734250.0,154250.0,10.072709034405163,4000,False,10.323358875444779,False
-1702250.0,154250.0,-20.516182769411163,4000,False,-20.372682951035294,False
-1698250.0,154250.0,-17.095792899930544,4000,False,-16.960225599163824,False
-1694250.0,154250.0,-11.294817257326038,4000,False,-11.166474185007567,False
-1690250.0,154250.0,-6.442783796890897,4000,False,-6.321042124252127,False
-1686250.0,154250.0,-3.5461527796742187,4000,False,-3.430462200219667,False
-1682250.0,154250.0,-1.4093208795416787,4000,False,-1.299193087755598,False
-1678250.0,154250.0,1.541551889017012,4000,False,1.6465518247191848,False
-1642250.0,154250.0,6.1546811932495515,4000,False,6.227092022845868,False
-1638250.0,154250.0,5.429274468795712,4000,False,5.499113172695602,False
-1986250.0,150250.0,-14.547566610362423,4000,False,20.66242427023635,False
-1982250.0,150250.0,-14.893866963119121,4000,False,20.728449729911716,False
-1950250.0,150250.0,-14.137125144178297,4000,False,27.42239531787326,False
-1946250.0,150250.0,-13.97432300900496,4000,False,28.398316364158873,False
-1930250.0,150250.0,-12.922935681776822,4000,False,32.123097931616975,False
-1926250.0,150250.0,-12.656848561327857,4000,False,32.54165081845485,False
-1890250.0,150250.0,-17.440133528368413,4000,False,28.195014183348377,False
-1886250.0,150250.0,-17.958534649362726,4000,False,27.769384593842794,False
-1882250.0,150250.0,-18.19438201346139,4000,False,27.60037166176892,False
-1846250.0,150250.0,-10.609143149117921,4000,False,20.239949224008825,False
-1842250.0,150250.0,-10.802902540767363,4000,False,19.029095698594713,False
-1838250.0,150250.0,-11.510674501938178,4000,False,17.425729033572004,False
-1834250.0,150250.0,-11.539932612723188,4000,False,16.321035844324015,True
-1798250.0,150250.0,-1.3542118376169083,4000,False,5.348520585936181,True
-1794250.0,150250.0,-1.2630424944065164,4000,False,2.851428725905759,True
-1790250.0,150250.0,-0.7678591574051751,4000,False,1.9007434633989764,True
-1786250.0,150250.0,2.1835751538522823,4000,False,4.083030595379032,False
-1782250.0,150250.0,6.285952116547491,4000,False,7.721062389515561,False
-1778250.0,150250.0,9.228092832439753,4000,False,10.355534613734342,False
-1770250.0,150250.0,10.623716806714826,4000,False,11.378141593202407,False
-1766250.0,150250.0,11.486567428286838,4000,False,12.122886799773392,False
-1762250.0,150250.0,13.033342205876968,4000,False,13.57862900225253,False
-1758250.0,150250.0,14.925913506872424,4000,False,15.399367612339905,False
-1754250.0,150250.0,15.810914921661752,4000,False,16.226516764877,False
-1750250.0,150250.0,14.978696875598736,4000,False,15.347077347096361,False
-1746250.0,150250.0,13.086914811090699,4000,False,13.416670343179069,False
-1742250.0,150250.0,11.404547239457578,4000,False,11.702748495991253,False
-1738250.0,150250.0,10.190716512150782,4000,False,10.462802368596503,False
-1734250.0,150250.0,9.2484221979207,4000,False,9.498332823318378,False
-1694250.0,150250.0,-8.408835657451949,4000,False,-8.279686501900185,False
-1690250.0,150250.0,-5.436537932266539,4000,False,-5.314016192541051,False
-1686250.0,150250.0,-3.667663331165123,4000,False,-3.55121956759112,False
-1682250.0,150250.0,-2.0235126561271235,4000,False,-1.91265818576645,False
-1678250.0,150250.0,0.6302844510898304,4000,False,0.7359856622475714,False
-1674250.0,150250.0,3.7451521477705865,4000,False,3.846090247617955,False
-1986250.0,146250.0,-15.433337337741365,4000,False,20.48540078475026,False
-1982250.0,146250.0,-15.693048326364307,4000,False,20.641955954078313,False
-1966250.0,146250.0,-16.681793242658166,4000,False,22.571891166141747,False
-1962250.0,146250.0,-16.474211995136624,4000,False,23.888038137372863,False
-1950250.0,146250.0,-15.243196054456732,4000,False,28.50921207741412,False
-1946250.0,146250.0,-15.163731417650906,4000,False,29.74820508691434,False
-1882250.0,146250.0,-18.023997786607364,4000,False,28.11165456898065,False
-1878250.0,146250.0,-17.895250553697924,4000,False,28.26946963839057,False
-1838250.0,146250.0,-12.120940174385373,4000,False,13.939490008802226,True
-1834250.0,146250.0,-12.573172126318859,4000,False,11.507356264640137,True
-1830250.0,146250.0,-11.537707331240371,4000,False,9.614576880172637,True
-1802250.0,146250.0,-3.5674972844485118,4000,False,3.907191127125476,True
-1798250.0,146250.0,-1.9395366697478615,4000,False,2.496140531785295,True
-1794250.0,146250.0,-1.1221956505151298,4000,False,1.864694057323515,True
-1790250.0,146250.0,0.1580304124720791,4000,False,2.303267640947365,False
-1782250.0,146250.0,7.365472742466641,4000,False,8.638720230515707,False
-1778250.0,146250.0,10.124905302395806,4000,False,11.153935282956327,False
-1774250.0,146250.0,11.50526499094126,4000,False,12.355532098193496,False
-1770250.0,146250.0,12.436648002958913,4000,False,13.151987735238073,False
-1762250.0,146250.0,15.299738340421577,4000,False,15.828006339066336,False
-1758250.0,146250.0,18.052984067634114,4000,False,18.514231303488035,False
-1754250.0,146250.0,20.50770846335782,4000,False,20.913254110342606,False
-1750250.0,146250.0,20.497146227638794,4000,False,20.855834973740592,False
-1742250.0,146250.0,14.711375169332698,4000,False,15.002655258416,False
-1738250.0,146250.0,11.857095331384414,4000,False,12.125114259841103,False
-1682250.0,146250.0,0.5993154369286663,4000,False,0.7107864606721279,False
-1678250.0,146250.0,2.2357119400771994,4000,False,2.3420149348153885,False
-1674250.0,146250.0,4.426448245574274,4000,False,4.527974179190984,False
-1670250.0,146250.0,6.174734153297105,4000,False,6.271833849224461,False
-1666250.0,146250.0,6.877136755489076,4000,False,6.9701255566413,False
-1986250.0,142250.0,-16.123784151589426,4000,False,20.567967253916493,False
-1982250.0,142250.0,-16.300011830682777,4000,False,20.769973264825772,False
-1966250.0,142250.0,-17.64076622917252,4000,False,22.653622667396554,False
-1962250.0,142250.0,-17.93266109739509,4000,False,23.611377461559222,False
-1958250.0,142250.0,-17.575924555297604,4000,False,25.31581038229212,False
-1950250.0,142250.0,-16.681348268086218,4000,False,28.900658583656217,False
-1946250.0,142250.0,-16.687562285388232,4000,False,30.30305085698049,False
-1878250.0,142250.0,-16.995065018850028,4000,False,29.314698100263392,False
-1874250.0,142250.0,-16.33603600322257,4000,False,30.074782495435503,False
-1834250.0,142250.0,-11.901872936315646,4000,False,7.73305777377268,True
-1830250.0,142250.0,-11.123129799791291,4000,True,4.515783956864462,True
-1802250.0,142250.0,-4.504015325472214,4000,False,0.2315879404342862,False
-1798250.0,142250.0,-2.2034726701395666,4000,False,0.9767155165846533,False
-1794250.0,142250.0,0.10593406593899374,4000,False,2.4234196204528247,False
-1790250.0,142250.0,2.1991155857304254,4000,False,3.9739125318692126,False
-1786250.0,142250.0,4.918162527565237,4000,False,6.322673826546353,False
-1782250.0,142250.0,7.953226348081804,4000,False,9.093047936791107,False
-1774250.0,142250.0,12.53683391636814,4000,False,13.331346375238196,False
